Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
788127	Plus	55	74	76	46	56	56	57	74	66	55	74	76	0.891	0.865	0.829	0.565217391	0.642857143	0.5	0.9825	0.9865	0.9545	0.875	1	0.875
788128	Minus	52	62	67	43	44	55	47	58	64	52	62	67	0.923	0.887	0.91	0.837209302	0.795454545	0.818181818	0.9787	0.931	0.9531	0.9643	1	0.973
788433	Plus	57	78	78	41	61	61	56	73	73	57	78	78	0.719	0.679	0.692	0.536585366	0.606557377	0.540983607	0.9464	0.9863	1	1	1	1
788434	Minus	52	59	69	40	42	51	46	57	64	52	59	69	0.615	0.644	0.638	0.8	0.80952381	0.784313725	0.9783	0.9825	1	0.9615	0.973	0.9706
788472	Plus	56	78	79	40	49	55	53	69	74	56	78	79	0.643	0.705	0.759	0.725	0.836734694	0.745454545	0.9434	0.971	0.973	1	1	1
788473	Minus	52	60	69	38	50	57	48	56	62	52	60	69	0.981	0.933	0.928	0.763157895	0.86	0.877192982	1	0.9821	1	1	1	1
788646	Plus	56	78	77	41	56	63	55	75	70	56	78	77	0.786	0.846	0.896	0.682926829	0.696428571	0.857142857	0.9455	0.9733	0.9857	1	1	1
788647	Minus	51	59	70	35	45	58	47	59	66	51	59	70	0.941	0.949	0.914	0.914285714	0.955555556	0.948275862	0.9574	0.9831	0.9697	0.973	0.9783	0.9661
788949	Plus	55	79	82	48	60	76	56	76	81	55	79	82	0.982	0.937	1	0.875	0.916666667	0.907894737	0.9821	0.9737	0.9877	0.9714	0.9804	1
788950	Minus	49	60	68	36	44	53	48	57	66	49	60	68	0.939	0.8	0.882	0.805555556	0.818181818	0.905660377	0.9792	0.9298	0.9394	1	1	1
789201	Plus	53	76	79	46	58	62	51	72	74	53	76	79	0.566	0.539	0.532	0.826086957	0.775862069	0.838709677	1	0.9861	1	1	0.9737	1
789202	Minus	48	56	69	32	42	52	43	55	64	48	56	69	0.896	0.893	0.957	0.84375	0.904761905	0.826923077	0.9767	0.9818	0.9688	1	1	1
789414	Plus	52	77	79	47	58	68	49	72	74	52	77	79	0.942	0.922	0.987	0.808510638	0.724137931	0.676470588	0.9796	0.9722	0.9324	1	1	1
789415	Minus	46	56	70	31	45	56	43	55	64	46	56	70	0.87	0.768	0.829	0.903225806	0.911111111	0.839285714	0.9767	0.9818	1	1	1	0.9
789428	Plus	52	77	79	38	46	56	47	68	73	52	77	79	0.654	0.714	0.62	0.657894737	0.652173913	0.678571429	0.9574	0.9559	0.9041	1	0.95	0.9545
789429	Minus	46	56	70	34	40	55	43	52	61	46	56	70	0.87	0.893	0.943	0.911764706	0.925	0.963636364	0.9767	0.9423	0.9672	1	1	1
789458	Plus	52	76	78	24	38	42	50	74	77	52	76	78	0.923	0.895	0.962	0.916666667	0.947368421	0.928571429	0.98	0.9865	1	1	1	1
789459	Minus	46	55	68	35	43	59	43	53	60	46	55	68	0.957	0.982	0.926	0.857142857	0.813953488	0.745762712	0.9767	1	0.9833	0.9048	0.9412	0.9444
789465	Plus	52	76	78	37	54	65	49	74	76	52	76	78	0.923	0.947	0.936	0.837837838	0.777777778	0.830769231	0.9796	0.973	0.9605	1	1	1
789466	Minus	45	55	68	39	46	48	44	55	60	45	55	68	1	0.982	0.956	0.871794872	0.891304348	0.916666667	0.9545	0.9818	0.9667	1	1	0.9767
789630	Plus	52	76	78	37	47	60	51	69	74	52	76	78	0.75	0.684	0.718	0.702702703	0.829787234	0.783333333	0.9804	0.971	0.9865	1	1	1
789631	Minus	46	56	60	36	49	53	43	53	56	46	56	60	0.913	0.911	0.933	0.888888889	0.897959184	0.886792453	0.9767	1	0.9821	1	1	1
789819	Plus	51	78	77	19	24	26	53	73	76	51	78	77	0.902	0.872	0.961	0.947368421	0.958333333	0.961538462	0.9623	0.9589	0.9868	0.9545	1	1
789820	Minus	47	55	58	39	44	46	43	55	54	47	55	58	0.809	0.855	0.741	0.769230769	0.590909091	0.652173913	1	0.9636	0.9815	0.9091	1	1
790268	Plus	55	73	82	44	57	73	52	68	77	55	73	82	0.727	0.767	0.78	0.909090909	0.912280702	0.904109589	0.9423	0.9706	0.974	1	1	1
790269	Minus	54	58	55	20	24	25	44	46	44	54	58	55	0.907	0.966	0.855	1	0.916666667	1	0.8636	0.6957	0.8182	1	1	1
790299	Plus	56	71	83	40	48	59	56	66	80	56	71	83	0.982	1	0.988	0.725	0.8125	0.847457627	0.9821	0.9848	0.9625	1	1	1
790300	Minus	54	59	55	43	44	44	51	57	53	54	59	55	0.926	0.898	0.909	0.744186047	0.795454545	0.772727273	0.9608	0.9298	0.9434	0.9412	0.9412	0.9286
790688	Plus	51	66	78	31	44	52	52	65	76	51	66	78	0.941	0.924	0.949	0.806451613	0.886363636	0.826923077	0.9231	0.9692	1	0.9333	1	0.9565
790689	Minus	58	56	60	51	40	49	54	56	52	58	56	60	0.966	0.893	0.85	0.843137255	0.825	0.816326531	0.9815	0.9286	0.9808	1	1	0.9286
790704	Plus	51	67	78	45	49	67	49	64	71	51	67	78	0.961	0.925	0.936	0.911111111	0.836734694	0.925373134	0.9796	0.9531	0.9718	1	1	0.9808
790705	Minus	58	57	59	35	29	38	55	53	51	58	57	59	0.81	0.842	0.949	0.857142857	0.862068966	0.789473684	0.9636	1	0.9412	1	1	1
790748	Plus	50	67	78	39	45	62	51	63	75	50	67	78	0.96	0.97	0.974	0.641025641	0.688888889	0.677419355	0.9804	1	0.9733	0.96	1	1
790749	Minus	58	59	58	24	31	26	56	55	54	58	59	58	0.931	0.864	0.914	0.916666667	0.903225806	0.961538462	0.9643	0.9636	0.963	1	1	1
790883	Plus	51	66	80	45	44	68	50	65	76	51	66	80	0.941	0.909	0.925	0.6	0.681818182	0.602941176	0.96	0.9538	0.9868	0.9412	0.9615	1
790884	Minus	59	59	59	39	43	37	56	55	55	59	59	59	0.814	0.644	0.729	0.871794872	0.674418605	0.702702703	0.9464	0.9455	0.9273	1	1	1
791006	Plus	49	67	78	36	47	64	49	65	78	49	67	78	0.633	0.657	0.705	0.805555556	0.787234043	0.796875	0.9796	0.9846	0.9615	1	0.9583	1
791007	Minus	60	60	60	50	48	47	54	55	54	60	60	60	0.567	0.483	0.483	0.42	0.354166667	0.489361702	1	0.9818	0.9815	1	1	1
791342	Plus	51	69	76	44	47	64	52	64	73	51	69	76	0.882	0.71	0.789	0.977272727	0.893617021	0.890625	0.9808	0.9688	0.9589	0.973	1	1
791343	Minus	53	62	66	41	50	55	51	59	58	53	62	66	0.792	0.855	0.894	0.536585366	0.54	0.509090909	0.9608	1	1	0.8125	1	0.9333
791480	Plus	48	69	76	41	48	59	47	65	74	48	69	76	0.833	0.884	0.908	0.634146341	0.708333333	0.711864407	1	0.9077	0.9595	0.7778	0.8	0.9
791481	Minus	52	59	67	42	42	50	51	55	61	52	59	67	0.923	0.847	0.955	0.904761905	0.928571429	0.96	0.9412	0.9636	0.9508	1	1	1
791570	Plus	44	70	76	34	46	57	46	65	71	44	70	76	0.955	0.9	0.961	0.970588235	0.956521739	0.929824561	0.9783	0.9231	0.9014	1	0.98	0.9592
791571	Minus	51	56	69	38	36	52	50	55	64	51	56	69	0.863	0.839	0.884	0.973684211	0.861111111	0.923076923	0.94	0.9091	0.9688	0.9286	0.9333	0.96
791580	Plus	44	70	78	41	43	68	46	64	73	44	70	78	0.727	0.557	0.628	0.658536585	0.581395349	0.75	0.9783	0.9688	0.9726	0.95	0.9259	0.9706
791581	Minus	51	56	69	39	42	56	47	54	62	51	56	69	0.627	0.518	0.652	0.717948718	0.595238095	0.892857143	0.8723	0.9815	0.9677	0.9474	0.95	0.9737
791666	Plus	45	69	76	42	46	61	45	66	71	45	69	76	1	0.928	0.974	0.857142857	0.847826087	0.836065574	0.9778	0.9394	0.9437	1	1	1
791667	Minus	51	57	70	39	46	54	49	52	65	51	57	70	0.961	0.965	0.986	0.871794872	0.760869565	0.796296296	0.9592	0.9615	0.9385	1	1	1
791823	Plus	44	70	74	38	54	58	44	70	69	44	70	74	0.659	0.7	0.77	0.789473684	0.777777778	0.74137931	0.9773	1	0.9855	0.9167	1	1
791824	Minus	53	56	73	42	45	49	50	51	69	53	56	73	0.906	0.857	0.74	0.619047619	0.555555556	0.612244898	1	0.9804	0.9855	1	1	1
791843	Plus	44	70	75	37	50	60	42	69	70	44	70	75	0.886	0.886	0.84	0.432432432	0.54	0.516666667	0.9762	1	0.9857	1	0.9091	0.9091
791844	Minus	53	57	75	31	35	43	50	52	67	53	57	75	0.868	0.86	0.92	0.774193548	0.742857143	0.837209302	0.98	0.9615	0.9403	1	0.9286	1
791853	Plus	44	70	76	37	47	65	42	67	72	44	70	76	0.545	0.443	0.5	0.810810811	0.808510638	0.846153846	1	0.9552	0.9861	1	0.9032	0.9773
791854	Minus	53	57	75	46	46	60	49	52	65	53	57	75	0.811	0.825	0.813	0.913043478	0.891304348	0.883333333	0.9796	1	0.9538	1	0.973	0.9583
792490	Plus	43	78	80	37	53	61	45	70	76	43	78	80	0.907	0.846	0.838	0.675675676	0.79245283	0.672131148	0.9778	0.9714	0.9868	1	1	1
792491	Minus	51	57	72	42	45	59	49	52	71	51	57	72	0.863	0.719	0.889	0.523809524	0.533333333	0.644067797	1	0.9615	1	1	1	1
792664	Plus	42	76	78	35	51	60	42	71	73	42	76	78	0.905	0.895	0.91	0.685714286	0.705882353	0.716666667	0.9762	0.9577	0.9589	0.8333	0.8056	0.8837
792665	Minus	54	57	75	42	48	59	53	54	72	54	57	75	0.944	0.93	0.96	0.761904762	0.541666667	0.762711864	1	1	0.9861	0.9	0.7778	0.6471
792862	Plus	42	74	80	35	53	64	43	69	79	42	74	80	0.952	0.932	0.912	0.828571429	0.830188679	0.859375	1	1	0.9873	1	0.9333	1
792863	Minus	54	59	79	44	51	60	52	55	74	54	59	79	0.981	0.983	0.962	0.75	0.764705882	0.733333333	0.9808	0.9818	0.973	1	1	0.9667
792973	Plus	43	74	80	29	46	57	42	72	79	43	74	80	0.93	0.959	0.938	0.620689655	0.847826087	0.824561404	0.9524	0.9861	0.9747	1	1	1
792974	Minus	54	59	82	29	37	49	50	57	76	54	59	82	0.944	0.915	0.915	0.965517241	0.945945946	0.918367347	0.92	0.9474	0.9342	1	1	1
793196	Plus	40	72	79	30	45	55	41	69	76	40	72	79	0.65	0.708	0.772	0.966666667	0.933333333	0.963636364	0.9756	0.942	0.9474	0.9048	0.9697	0.9811
793197	Minus	54	64	84	45	50	69	47	61	77	54	64	84	0.87	0.812	0.893	0.933333333	0.92	0.956521739	0.9574	0.9344	0.974	1	1	0.9655
793475	Plus	36	64	86	32	46	63	36	60	83	36	64	86	0.5	0.531	0.593	0.6875	0.891304348	0.793650794	0.9722	0.9667	0.9759	1	1	1
793476	Minus	52	67	81	38	56	69	47	65	74	52	67	81	0.75	0.881	0.864	0.789473684	0.964285714	0.913043478	0.9574	1	0.973	0.9655	1	0.9833
794228	Plus	37	62	81	36	42	65	39	55	81	37	62	81	0.973	0.871	0.926	0.916666667	0.833333333	0.938461538	0.9744	0.9818	0.9506	1	1	1
794229	Minus	57	65	75	40	53	54	56	65	72	57	65	75	0.789	0.877	0.907	0.875	0.830188679	0.888888889	0.9464	0.9692	1	1	1	1
794292	Plus	37	60	84	33	44	67	38	58	76	37	60	84	0.946	0.95	0.94	0.939393939	1	0.955223881	0.9474	0.9828	0.9605	1	1	1
794293	Minus	58	66	75	34	53	48	56	65	72	58	66	75	0.897	0.924	0.907	0.970588235	0.886792453	0.916666667	0.9286	0.9846	0.9722	1	1	1
795318	Plus	40	65	84	30	38	57	39	61	74	40	65	84	0.875	0.938	0.905	0.866666667	0.657894737	0.631578947	0.9231	0.9508	0.973	0.9167	1	0.9688
795319	Minus	54	64	77	47	58	60	51	63	74	54	64	77	0.815	0.906	0.909	0.936170213	0.948275862	0.933333333	0.9412	1	0.9865	1	0.9744	1
795336	Plus	40	65	84	38	45	60	39	61	79	40	65	84	0.825	0.738	0.821	0.947368421	0.911111111	0.966666667	0.9744	0.8689	0.9747	1	1	1
795337	Minus	54	64	77	43	56	62	52	65	73	54	64	77	1	1	1	0.604651163	0.660714286	0.758064516	1	0.9846	0.9863	1	1	1
795374	Plus	39	65	84	31	44	62	39	60	82	39	65	84	1	0.969	0.988	0.935483871	0.931818182	0.903225806	0.9744	1	0.9756	1	1	1
795375	Minus	55	66	79	40	52	52	49	64	72	55	66	79	1	1	0.975	0.85	0.923076923	0.903846154	0.9388	1	0.9583	1	1	0.9821
795516	Plus	37	61	84	33	44	61	38	58	79	37	61	84	1	0.967	0.988	0.787878788	0.863636364	0.868852459	1	0.9655	1	0.963	0.9767	0.9683
795517	Minus	54	66	78	47	58	71	51	65	72	54	66	78	0.889	0.939	0.987	0.829787234	0.913793103	0.887323944	0.9804	1	0.9861	0.9048	1	0.9583
795875	Plus	38	59	77	29	40	52	37	57	72	38	59	77	0.947	0.983	0.974	0.931034483	0.925	0.980769231	1	0.9298	0.9444	1	0.9804	1
795876	Minus	47	63	79	33	53	61	43	62	68	47	63	79	0.872	0.905	0.873	0.96969697	0.943396226	0.950819672	1	1	0.9559	1	1	1
795949	Plus	36	59	78	28	34	48	37	56	71	36	59	78	0.972	0.932	0.885	0.785714286	0.617647059	0.729166667	0.973	0.9643	0.9859	1	0.9091	0.9394
795950	Minus	47	62	80	40	53	74	42	61	71	47	62	80	0.638	0.565	0.65	0.975	0.943396226	0.932432432	0.9762	0.9508	0.9718	1	1	1
796426	Plus	38	59	80	26	44	62	37	53	73	38	59	80	0.684	0.576	0.65	0.576923077	0.659090909	0.580645161	0.8378	0.9057	0.9452	1	1	1
796427	Minus	51	66	74	45	55	63	51	62	72	51	66	74	0.961	0.955	0.973	0.911111111	1	0.968253968	1	1	1	1	1	1
796492	Plus	38	60	78	22	35	55	35	56	75	38	60	78	0.684	0.6	0.667	0.772727273	0.657142857	0.618181818	0.9714	0.9286	0.9333	1	1	1
796493	Minus	51	67	73	47	55	64	50	65	68	51	67	73	0.608	0.507	0.562	0.957446809	0.927272727	0.953125	0.96	1	0.9265	1	1	0.9615
796873	Plus	36	62	75	22	40	52	35	57	73	36	62	75	0.389	0.339	0.533	0.863636364	0.9	0.903846154	0.9429	0.9825	0.9589	1	0.9688	0.9756
796874	Minus	48	69	78	34	55	65	43	66	73	48	69	78	0.75	0.797	0.859	0.705882353	0.672727273	0.676923077	0.9767	0.9545	0.9863	1	1	1
797127	Plus	35	57	76	25	36	57	37	54	69	35	57	76	0.829	0.825	0.829	1	0.888888889	0.894736842	1	0.963	0.942	1	1	0.9825
797128	Minus	51	68	75	39	61	58	48	63	65	51	68	75	0.529	0.574	0.573	0.794871795	0.868852459	0.879310345	0.875	0.9683	0.9692	0.9583	1	0.9394
797317	Plus	35	60	77	25	38	53	36	55	74	35	60	77	0.971	0.95	0.987	0.96	1	0.905660377	1	0.9818	1	1	0.9756	1
797318	Minus	53	69	74	40	62	61	49	65	69	53	69	74	0.981	0.971	0.986	0.85	0.790322581	0.819672131	0.9796	0.9692	0.9855	1	0.9643	1
797556	Plus	36	59	76	26	40	53	35	54	71	36	59	76	0.861	0.814	0.803	0.730769231	0.8	0.811320755	0.9143	0.9444	0.9296	1	1	1
797557	Minus	52	66	75	36	49	60	45	61	68	52	66	75	0.981	0.97	0.987	0.777777778	0.775510204	0.716666667	0.9778	1	0.9412	1	0.95	1
797865	Plus	36	57	78	21	31	49	35	54	73	36	57	78	0.611	0.825	0.692	0.666666667	0.451612903	0.612244898	0.8	0.963	0.9726	1	1	1
797866	Minus	52	64	76	32	34	48	46	61	75	52	64	76	0.731	0.859	0.75	0.90625	0.852941176	0.791666667	0.9348	0.918	0.9467	0.9545	1	1
798854	Plus	43	58	75	30	42	55	42	55	69	43	58	75	0.884	0.948	0.947	0.933333333	0.928571429	0.945454545	0.9048	0.8727	0.942	1	1	1
798855	Minus	47	64	71	36	52	55	48	62	69	47	64	71	0.532	0.562	0.69	0.666666667	0.846153846	0.763636364	1	0.9839	1	1	1	1
799031	Plus	48	60	75	30	41	51	44	59	69	48	60	75	0.938	0.95	0.84	0.933333333	0.804878049	0.882352941	1	0.9322	0.913	0.9722	0.9429	0.9184
799032	Minus	48	67	72	34	50	58	46	62	66	48	67	72	0.875	0.896	0.931	0.794117647	0.82	0.913793103	0.913	1	0.9848	0.9615	0.9722	1
799205	Plus	48	61	73	31	39	54	42	55	69	48	61	73	0.875	0.885	0.918	0.870967742	0.948717949	0.888888889	0.9286	0.9636	0.942	0.9286	1	1
799206	Minus	50	66	69	30	43	46	49	61	63	50	66	69	0.82	0.773	0.884	0.6	0.720930233	0.739130435	0.9592	0.9508	0.9841	1	0.9677	0.9667
799433	Plus	41	61	73	24	32	40	42	58	62	41	61	73	0.951	0.984	0.986	0.75	0.65625	0.8	0.9048	0.9655	0.9194	1	1	0.9756
799434	Minus	54	70	70	44	54	57	50	63	65	54	70	70	0.87	0.871	0.886	0.590909091	0.407407407	0.684210526	0.96	0.9365	0.9538	0.9231	0.8667	1
800838	Plus	39	60	67	30	43	48	35	58	64	39	60	67	0.872	0.717	0.746	0.9	0.953488372	0.9375	0.9429	0.9138	0.9844	1	1	1
800839	Minus	54	59	60	40	44	45	52	56	56	54	59	60	0.87	0.881	0.8	0.75	0.681818182	0.6	0.9808	0.9821	0.9464	0.7273	0.6667	0.8462
800889	Plus	38	61	67	25	43	47	37	60	67	38	61	67	0.921	0.934	0.985	0.8	0.790697674	0.829787234	1	0.9667	0.9701	1	1	1
800890	Minus	55	59	63	43	45	49	52	55	56	55	59	63	0.927	0.864	0.857	0.674418605	0.888888889	0.795918367	0.9423	0.9636	0.9286	0.9667	0.9677	1
800961	Plus	38	62	69	19	35	48	38	58	64	38	62	69	0.947	0.968	0.928	1	0.8	0.791666667	0.9737	1	0.9844	1	1	0.9808
800962	Minus	56	60	62	43	46	53	56	54	58	56	60	62	0.786	0.767	0.871	0.674418605	0.695652174	0.716981132	0.9286	0.963	0.9655	1	0.9524	1
801929	Plus	50	61	68	34	48	59	42	49	60	50	61	68	0.68	0.82	0.765	0.617647059	0.708333333	0.593220339	0.7857	0.7143	0.8167	0.9615	0.9706	0.9118
801930	Minus	54	63	72	42	54	58	50	56	68	54	63	72	0.889	0.873	0.861	0.642857143	0.851851852	0.810344828	0.92	0.9821	0.9118	0.8889	0.9394	0.9189
802290	Plus	51	63	67	32	47	50	49	60	62	51	63	67	0.882	0.937	0.955	0.96875	0.957446809	0.9	0.9592	0.9667	0.9516	1	1	0.95
802291	Minus	52	63	74	39	39	50	50	59	68	52	63	74	0.846	0.937	0.973	0.948717949	0.948717949	1	1	0.9661	0.9853	1	0.9783	0.9811
802352	Plus	50	67	65	34	49	51	49	60	59	50	67	65	0.94	0.925	0.938	0.970588235	0.897959184	0.980392157	0.9796	0.9667	0.9661	1	1	1
802353	Minus	51	62	72	38	50	58	51	59	67	51	62	72	0.804	0.774	0.778	0.710526316	0.6	0.586206897	1	1	0.9851	0.9231	0.9375	0.9333
802508	Plus	50	70	62	37	50	44	47	65	60	50	70	62	0.8	0.8	0.806	0.891891892	0.84	0.863636364	0.9574	0.9846	0.9667	1	1	0.9286
802509	Minus	52	59	71	36	47	58	50	57	64	52	59	71	0.635	0.593	0.634	0.416666667	0.659574468	0.586206897	0.88	0.9123	0.9219	1	1	1
803300	Plus	51	74	58	37	60	47	47	66	56	51	74	58	0.863	0.959	0.948	0.945945946	0.9	0.893617021	0.9574	1	1	1	1	1
803301	Minus	46	69	73	33	43	47	47	60	68	46	69	73	0.935	0.942	0.932	0.757575758	0.88372093	0.85106383	0.8511	0.9667	0.9706	0.96	0.9706	1
803506	Plus	49	75	60	36	56	43	48	72	54	49	75	60	0.388	0.36	0.417	0.777777778	0.625	0.651162791	0.9583	0.9444	0.963	1	1	1
803507	Minus	50	66	70	40	39	52	45	59	62	50	66	70	0.82	0.833	0.829	0.775	0.794871795	0.923076923	0.9111	0.9492	0.9516	1	1	0.9091
803935	Plus	47	75	65	32	55	53	46	73	52	47	75	65	0.532	0.547	0.492	0.8125	0.8	0.811320755	0.913	0.9589	1	1	1	0.9643
803936	Minus	53	66	76	37	41	50	52	61	68	53	66	76	0.962	0.97	0.934	0.945945946	0.902439024	0.8	0.9808	0.9672	1	1	1	0.9783
804698	Plus	43	67	65	33	47	57	42	60	62	43	67	65	0.977	0.925	0.938	0.606060606	0.723404255	0.736842105	0.9762	0.9667	0.9839	0.9091	1	0.8667
804699	Minus	56	62	78	42	42	56	57	60	75	56	62	78	1	0.952	0.962	1	0.952380952	0.982142857	1	0.9333	1	1	0.9804	0.9508
805135	Plus	44	65	67	35	46	52	41	59	64	44	65	67	0.795	0.692	0.582	0.942857143	0.934782609	0.923076923	0.9512	0.9153	0.9531	0.963	1	0.9783
805136	Minus	57	70	74	51	43	58	56	64	71	57	70	74	0.684	0.6	0.514	0.901960784	0.953488372	0.879310345	0.9821	0.9531	0.9859	1	0.9792	0.9787
805241	Plus	45	64	65	35	51	54	42	59	64	45	64	65	0.511	0.484	0.508	0.6	0.666666667	0.537037037	0.9762	1	0.9844	0.9615	0.9512	1
805242	Minus	58	67	73	46	47	61	53	64	70	58	67	73	0.966	0.94	0.932	0.913043478	0.978723404	0.901639344	1	0.9375	0.9857	0.9677	1	0.9808
805367	Plus	41	62	67	33	54	57	39	60	64	41	62	67	0.902	0.839	0.821	0.606060606	0.740740741	0.649122807	0.9744	0.9667	0.9531	0.8571	0.9231	0.9167
805368	Minus	57	66	68	42	38	53	56	58	64	57	66	68	0.825	0.833	0.912	0.785714286	0.789473684	0.754716981	0.9464	0.9483	0.9844	0.9375	0.96	1
805645	Plus	42	64	69	31	50	54	42	60	67	42	64	69	0.952	0.953	0.899	0.903225806	0.96	0.796296296	0.9762	1	0.9851	0.9545	1	1
805646	Minus	59	67	66	47	46	52	57	62	62	59	67	66	0.864	0.94	0.879	0.617021277	0.608695652	0.673076923	0.9298	1	1	1	1	1
806146	Plus	42	64	70	35	48	52	39	62	67	42	64	70	0.857	0.922	0.786	0.857142857	0.895833333	0.865384615	1	0.9516	0.9851	1	1	0.9545
806147	Minus	56	63	60	39	32	50	56	61	57	56	63	60	0.607	0.73	0.6	0.974358974	0.75	0.88	0.9643	1	0.9825	0.9231	1	0.9565
806206	Plus	42	66	72	34	50	60	40	62	71	42	66	72	0.738	0.864	0.889	0.647058824	0.7	0.683333333	0.975	0.9839	0.9718	1	0.9545	0.9677
806207	Minus	56	64	60	43	46	48	55	62	54	56	64	60	0.75	0.812	0.783	0.930232558	0.869565217	0.854166667	0.9636	0.9677	1	0.913	1	1
807183	Plus	40	67	80	36	56	71	41	65	79	40	67	80	0.85	0.836	0.85	0.583333333	0.678571429	0.61971831	1	0.9692	1	1	0.8824	0.9545
807184	Minus	54	59	58	45	41	52	47	56	57	54	59	58	0.889	0.814	0.81	0.844444444	0.756097561	0.788461538	1	0.9643	0.9649	0.9565	1	1
807198	Plus	40	67	79	33	57	65	41	63	78	40	67	79	0.9	0.881	0.873	0.848484848	0.912280702	0.907692308	0.9756	0.9841	1	0.95	1	1
807199	Minus	54	60	58	39	40	47	49	54	57	54	60	58	0.907	0.883	0.914	0.974358974	0.825	0.914893617	0.9592	0.963	0.9649	1	1	1
807889	Plus	38	64	73	32	53	58	35	61	64	38	64	73	0.842	0.906	0.836	0.9375	0.962264151	0.862068966	0.9714	0.9344	0.9688	1	1	0.9792
807890	Minus	58	56	67	34	36	47	55	51	61	58	56	67	0.931	0.946	0.896	0.764705882	0.666666667	0.723404255	0.9273	0.9412	1	0.9048	0.9565	1
808089	Plus	39	66	69	29	54	59	39	61	67	39	66	69	0.974	0.924	0.928	0.896551724	0.925925926	0.915254237	1	0.9836	0.9851	1	0.9706	0.9722
808090	Minus	59	57	68	53	44	54	55	54	64	59	57	68	0.932	0.965	0.926	0.735849057	0.840909091	0.666666667	0.9818	0.9815	0.9531	1	1	1
808518	Plus	41	68	71	26	43	47	37	59	67	41	68	71	0.756	0.735	0.662	0.769230769	0.744186047	0.70212766	0.973	0.9322	0.9851	1	0.9714	0.975
808519	Minus	54	56	74	37	44	65	53	55	70	54	56	74	0.87	0.911	0.973	0.864864865	1	0.923076923	1	0.9818	0.9857	1	1	0.9833
808550	Plus	39	66	72	34	48	65	39	60	67	39	66	72	0.923	0.955	0.972	0.852941176	0.833333333	0.876923077	1	1	1	0.9167	1	1
808551	Minus	53	56	74	41	46	60	53	56	70	53	56	74	0.943	1	0.959	0.804878049	0.739130435	0.783333333	0.9623	0.9821	1	0.9583	0.9565	0.9375
808632	Plus	40	66	68	35	50	53	39	60	60	40	66	68	0.975	0.955	0.941	0.742857143	0.64	0.471698113	0.9231	0.9667	0.9667	1	1	1
808633	Minus	53	56	72	41	40	54	50	55	71	53	56	72	0.66	0.661	0.681	0.756097561	0.8	0.703703704	0.96	0.9818	0.9859	0.9667	1	1
808790	Plus	43	63	67	35	46	54	39	60	64	43	63	67	0.837	0.873	0.761	0.857142857	0.804347826	0.685185185	1	0.95	0.9688	1	0.9167	0.9259
808791	Minus	53	56	73	41	35	49	50	52	70	53	56	73	0.906	0.946	0.959	0.585365854	0.628571429	0.632653061	0.94	1	0.9714	0.9643	1	0.9286
809091	Plus	42	60	63	35	40	57	42	56	57	42	60	63	0.905	0.95	0.952	0.885714286	0.8	0.859649123	1	0.9643	0.9825	0.875	0.8235	0.8696
809092	Minus	57	59	61	40	44	45	53	54	58	57	59	61	0.947	1	0.934	0.95	0.977272727	0.977777778	0.9623	0.9815	0.9655	0.9737	0.9767	1
809243	Plus	42	64	61	31	46	43	42	57	51	42	64	61	0.857	0.906	0.803	0.903225806	0.97826087	0.953488372	0.8571	0.8947	0.8235	1	1	0.95
809244	Minus	58	59	61	32	34	47	51	53	55	58	59	61	0.879	0.949	0.918	0.78125	0.647058824	0.659574468	0.9216	0.9245	0.9636	0.96	0.9643	1
809408	Plus	42	64	59	36	49	53	40	57	57	42	64	59	0.929	0.859	0.932	0.75	0.795918367	0.79245283	1	1	1	1	0.8571	0.9231
809409	Minus	57	60	67	42	45	48	55	57	61	57	60	67	0.982	0.967	0.94	1	0.933333333	0.958333333	0.9636	0.9649	0.9508	1	1	1
809450	Plus	42	62	60	28	52	53	42	58	57	42	62	60	0.952	0.871	0.867	0.821428571	0.769230769	0.867924528	1	1	0.9649	0.9583	0.9744	0.9231
809451	Minus	57	60	66	47	47	57	56	56	62	57	60	66	0.912	0.917	0.894	0.957446809	0.978723404	0.912280702	0.9821	1	0.9839	1	1	0.9783
809619	Plus	40	61	59	21	38	42	39	59	55	40	61	59	0.925	0.967	0.983	0.904761905	0.868421053	0.976190476	0.9487	0.9831	0.9818	0.9286	0.9623	1
809620	Minus	58	60	68	32	41	49	55	55	64	58	60	68	0.966	0.933	0.912	0.84375	0.87804878	0.857142857	0.9636	1	1	1	1	1
809896	Plus	43	62	59	33	41	44	42	59	53	43	62	59	0.744	0.79	0.831	0.939393939	0.902439024	0.931818182	0.9762	0.8983	0.9623	0.9677	0.9783	1
809897	Minus	60	62	70	43	46	56	57	56	68	60	62	70	0.967	0.968	0.986	0.441860465	0.434782609	0.714285714	0.9825	0.9821	0.9853	1	0.9048	1
